sample_id,source_seq,source_locator,raw_divesite_name_local,raw_lat,raw_lon,raw_divesite_area_local,raw_divesite_county_or_city,raw_note,crs_evidence,site_type,audit_decision,decision_reason,reviewed_at
ph-table-smp-013,31,"Page 2, Row 31",母雞岩(Muchiyen),22.083931,121.561465,蘭嶼,臺東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-014,34,"Page 2, Row 34",花瓶岩(Vase Rock),22.3556,120.381,小琉球,屏東縣,白沙漁港,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-015,35,"Page 2, Row 35",厚石群礁(Fringe Reef(Secret Beach)),22.323396,120.365776,小琉球,屏東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-016,38,"Page 2, Row 38",南港運動中心(Nangang Sports Center),25.04891,121.58189,南港,臺北市,,unconfirmed_not_documented,indoor_pool_facility,excluded,indoor_artificial_swimming_or_diving_facility: 實體為陸域室內深水池、運動中心或游泳池，非天然海域潛點，違反潛點資料契約。,2026-09-25T01:30:00+08:00
ph-table-smp-017,47,"Page 2, Row 47",八代灣沉船(Badaiwan Wreck),22.02548,121.54646,蘭嶼,臺東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-018,51,"Page 2, Row 51",大白沙(Dabaisha),22.638094,121.491411,綠島,臺東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-019,54,"Page 3, Row 54",福連國小(Fulian Primary School),25.016397,121.989787,福連國小,新北市,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-020,71,"Page 3, Row 71",北區國民運動中心(North District Civil Sports Center),24.15696,120.68415,北區,台中市,,unconfirmed_not_documented,indoor_pool_facility,excluded,indoor_artificial_swimming_or_diving_facility: 實體為陸域室內深水池、運動中心或游泳池，非天然海域潛點，違反潛點資料契約。,2026-09-25T01:30:00+08:00
ph-table-smp-021,79,"Page 3, Row 79",烏鬼洞(Black Dwarf Cave),22.329776,120.351968,小琉球,屏東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-022,84,"Page 4, Row 84",樓門岩(Loumen Rock),22.683347,121.507549,綠島,臺東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-023,89,"Page 4, Row 89",合界沉船(Hochieh Wreck),21.9559,120.711,墾丁,屏東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-024,90,"Page 4, Row 90",出水口一線天(Chushuikou Yihsientien),21.9316,120.748,墾丁,屏東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-025,94,"Page 4, Row 94",龜山島(Turtle Island),24.84436607,121.9419098,龜山島,宜蘭縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-026,100,"Page 4, Row 100",松山運動中心(Songshan Sports Center),25.04885,121.55031,松山,臺北市,,unconfirmed_not_documented,indoor_pool_facility,excluded,indoor_artificial_swimming_or_diving_facility: 實體為陸域室內深水池、運動中心或游泳池，非天然海域潛點，違反潛點資料契約。,2026-09-25T01:30:00+08:00
ph-table-smp-027,102,"Page 4, Row 102",軍艦岩(Junjianyan),22.081386,121.580176,蘭嶼,臺東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-028,105,"Page 4, Row 105",小灣泳池(Xiao Wan Swimming Pool),21.9428794,120.8034316,墾丁,屏東縣,,unconfirmed_not_documented,indoor_pool_facility,excluded,indoor_artificial_swimming_or_diving_facility: 實體為陸域室內深水池、運動中心或游泳池，非天然海域潛點，違反潛點資料契約。,2026-09-25T01:30:00+08:00
ph-table-smp-029,108,"Page 5, Row 108",基隆嶼(Keelung Island),25.1941185,121.7845917,八斗子,基隆市,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-030,110,"Page 5, Row 110",綏陽艦(Suiyang Ship),22.687064,121.472292,綠島,臺東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-031,114,"Page 5, Row 114",鋼鐵礁(Steel Reef),22.3444,120.3901,小琉球,屏東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-032,126,"Page 5, Row 126",珊瑚花園(Coral Garden),21.9456,120.747,墾丁,屏東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-033,143,"Page 6, Row 143",青年公園游泳池(Youth Park Swimming Pool),25.02296,121.50717,萬華,臺北市,,unconfirmed_not_documented,indoor_pool_facility,excluded,indoor_artificial_swimming_or_diving_facility: 實體為陸域室內深水池、運動中心或游泳池，非天然海域潛點，違反潛點資料契約。,2026-09-25T01:30:00+08:00
ph-table-smp-034,145,"Page 6, Row 145",澳底(Aodi),25.052973,121.934589,澳底,新北市,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-035,154,"Page 6, Row 154",卯澳灣(Maoao Bay),25.0258794503976,121.97174635582,卯澳灣,新北市,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-036,171,"Page 7, Row 171",八斗子漁港(Badouzi Fishing Port),25.1477851867675,121.78562927246,八斗子,基隆市,,unconfirmed_not_documented,harbor_port,excluded,harbor_or_port_facility: 實體為漁港碼頭航道或泊位，存在船隻航行與人員碰撞之致命航安疑慮，非核准潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-037,172,"Page 7, Row 172",東吉之狼(Wolf East),23.243589,119.671957,望安,澎湖縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-038,174,"Page 7, Row 174",饅頭岩(Mantou Rock),22.04611,121.509369,蘭嶼,臺東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-039,178,"Page 7, Row 178",杭灣郵筒(Underwater Mailbox),23.5164,119.606201,馬公,澎湖縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-040,180,"Page 7, Row 180",山水漁港(Shanshui Fishing Harbor),23.511792,119.598852,馬公,澎湖縣,,unconfirmed_not_documented,harbor_port,excluded,harbor_or_port_facility: 實體為漁港碼頭航道或泊位，存在船隻航行與人員碰撞之致命航安疑慮，非核准潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-041,189,"Page 8, Row 189",凌雲艦(Lingyun Ship),23.170366,119.446476,七美,澎湖縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-042,202,"Page 8, Row 202",七美(Qimei),23.21042442,119.4476624,七美,澎湖縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-043,205,"Page 8, Row 205",和平島右側(Dawu Oakland Bay),25.1636961141064,121.767437391541,和平島,基隆市,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-044,224,"Page 9, Row 224",烏岩角(Wuyanjiao),24.535284,121.873533,東澳,宜蘭縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-045,228,"Page 9, Row 228",潛之境(Scuba World),25.04865,121.621,汐止,新北市,,unconfirmed_not_documented,indoor_pool_facility,excluded,indoor_artificial_swimming_or_diving_facility: 實體為陸域室內深水池、運動中心或游泳池，非天然海域潛點，違反潛點資料契約。,2026-09-25T01:30:00+08:00
ph-table-smp-046,232,"Page 9, Row 232",薰衣草-繡球花園(Lavender Garden),23.36017,119.527183,望安,澎湖縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-047,250,"Page 10, Row 250",水仙王公廟(Shui Xian Wang Gong Temple),21.982554710497,120.71254011244,墾丁,屏東縣,,unconfirmed_not_documented,temple_landmark,excluded,terrestrial_temple_facility: 實體為陸域宮廟建物，非水域潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-048,252,"Page 10, Row 252",紅頭部落出水口(Imorod Outlet),22.008736,121.569513,蘭嶼,臺東縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-049,257,"Page 10, Row 257",薰衣草森林(Lavender Forest),23.26219333,119.6560401,東吉,澎湖縣,,unconfirmed_not_documented,marine_dive_site,passed_to_manual_audit,valid_marine_dive_spot_candidate_pending_source_crs_confirmation: 具備天然海洋潛點名稱特徵與坐標，通過初篩進入下一階段人工核驗；但因母體文件缺乏官方CRS定義與發布授權脈絡，全表維持待審，不得直接轉為正式潛點。,2026-09-25T01:30:00+08:00
ph-table-smp-050,273,"Page 10, Row 273",烏石港(Wushi Harbor),24.5847170350959,121.874829312195,蘇澳,宜蘭縣,,unconfirmed_not_documented,harbor_port,excluded,harbor_or_port_facility: 實體為漁港碼頭航道或泊位，存在船隻航行與人員碰撞之致命航安疑慮，非核准潛點。,2026-09-25T01:30:00+08:00
